nombre,id,tipo,inicio,location,center,partido
Colonia,lmt-73,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5674628645432,-34.6932285256422,0 -58.5664309427733,-34.6941357504574,0 -58.5657158583421,-34.6935077667788,0 -58.5667940961406,-34.6927210072539,0 -58.5674628645432,-34.6932285256422,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6934104469747 -58.5665913762574,
S/N 9,lmt-74,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5625981823539,-34.6960892076119,0 -58.5615931331967,-34.6968368191644,0 -58.5609972978442,-34.6963101447506,0 -58.5620268852688,-34.6955428432501,0 -58.5625981823539,-34.6960892076119,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6961935454817 -58.561802784834,
S/N 2,lmt-78,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.55558786060641,-34.6632584919535,0 -58.5551361452053,-34.6635952337197,0 -58.5551161829905,-34.662910810119,0 -58.55558786060641,-34.6632584919535,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6632548452641 -58.55528006293411,
S/N4,lmt-84,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.57854699978969,-34.6578526890495,0 -58.5775295370771,-34.6586397379536,0 -58.5768703015336,-34.658048221979,0 -58.5778882863699,-34.657230454384,0 -58.57854699978969,-34.6578526890495,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6579400697713 -58.5777100781931,
Villa Manzanares,lmt-86,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.60153210293999,-34.6752559374214,0 -58.5994450251648,-34.6768738475008,0 -58.597557574656,-34.6752991519735,0 -58.59961889850781,-34.673712000019,0 -58.60153210293999,-34.6752559374214,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6752877537749 -58.5995402669731,
Los Sin Tierra,lmt-87,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.55254572366249,-34.7214646815856,0 -58.548339083874,-34.7246247418892,0 -58.5460655330073,-34.722747721079,0 -58.54986928157601,-34.720018213647,0 -58.5510207618241,-34.7201135314397,0 -58.55254572366249,-34.7214646815856,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7221582949388 -58.549310487912,
S/N5,lmt-92,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6082107080064,-34.6779625365254,0 -58.6053336790042,-34.680357962969,0 -58.6026073682946,-34.6778419443777,0 -58.6044113334545,-34.6762531472455,0 -58.60629846542051,-34.6778559728215,0 -58.60719924203089,-34.6771321294654,0 -58.6082107080064,-34.6779625365254,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6782484628541 -58.60525811329789,
17 de Octubre,lmt-98,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6281298946875,-34.727823400029,0 -58.6327975828337,-34.7319657433097,0 -58.631225627466,-34.7332065032052,0 -58.6265572087698,-34.7291090371965,0 -58.6281298946875,-34.727823400029,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7305196828272 -58.6296716356767,
Arozarena,lmt-99,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.5014075728577,-34.7032080122082,0 -58.5019875788062,-34.703724378224,0 -58.5020945767093,-34.7038428622968,0 -58.5030556008423,-34.7047154116756,0 -58.5024690334834,-34.7051678641986,0 -58.5014861064882,-34.7042995460045,0 -58.5007824938781,-34.7036780082142,0 -58.5014075728577,-34.7032080122082,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7041844622701 -58.50192005111409,
Barrio Baroja,lmz-01,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4488021063108,-34.7106095279379,0 -58.448310692808,-34.7112198779521,0 -58.44745633059709,-34.7107979201823,0 -58.4479845298695,-34.7101219747465,0 -58.4488021063108,-34.7106095279379,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7106831194153 -58.44813247605461,
Barrio Baroja,lmz-01,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4482375390531,-34.7113290575285,0 -58.4473364584331,-34.7124553662145,0 -58.4464212526787,-34.7119592184141,0 -58.4466305979036,-34.7116976272669,0 -58.4469203356069,-34.7114150370502,0 -58.4473212424304,-34.7108916258555,0 -58.4482375390531,-34.7113290575285,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7116674588708 -58.44733208616511,
San Jose Obrero,lmz-04,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.451108795373,-34.7076758935744,0 -58.4502555403633,-34.7087794982455,0 -58.4492026972603,-34.7082681500426,0 -58.4500146726504,-34.7070691815017,0 -58.451108795373,-34.7076758935744,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7079388521079 -58.4501464334016,
San Jose Obrero,lmz-04,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4501380591826,-34.7089202738793,0 -58.44900586606119,-34.7103522868771,0 -58.4481404912836,-34.7097958919875,0 -58.44908477386711,-34.708432633999,0 -58.4501380591826,-34.7089202738793,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7093672314529 -58.44910805178991,
San Jose Obrero,lmz-04,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4490244910815,-34.706506949082,0 -58.44879577020441,-34.7066788720344,0 -58.44782596291681,-34.7071036012518,0 -58.4485094547965,-34.7062381405821,0 -58.4490244910815,-34.706506949082,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.706630854465 -58.44846280332511,
San Jose Obrero,lmz-04,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4498928402776,-34.7070149209931,0 -58.449079063181,-34.7082139511484,0 -58.4477171444982,-34.7074758581856,0 -58.4477926878799,-34.707391307955,0 -58.4484704859306,-34.7071372986059,0 -58.4492121095646,-34.70663366816,0 -58.4498928402776,-34.7070149209931,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7074012775545 -58.4489180833531,
San Jose Obrero,lmz-04,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4489817029363,-34.7083683875431,0 -58.4484269921268,-34.7092023121472,0 -58.4483135254701,-34.7093210072763,0 -58.4474447453982,-34.7077269028888,0 -58.4475586112889,-34.7075870113529,0 -58.4489817029363,-34.7083683875431,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7084031552518 -58.4482181182564,
San Jose Obrero,lmz-04,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.44722239002051,-34.7078069466668,0 -58.4479381952215,-34.709244319561,0 -58.44807447342519,-34.7095737124513,0 -58.4479909077489,-34.709690268555,0 -58.4464036464483,-34.7086114519227,0 -58.4471696183891,-34.7084531863442,0 -58.4472639830295,-34.7083031399221,0 -58.4470244322303,-34.708056468041,0 -58.44722239002051,-34.7078069466668,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7088238139377 -58.4473483848118,
San Jose Obrero,lmz-04,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.44604433125851,-34.7078664663443,0 -58.4467794489144,-34.7082683426546,0 -58.4469013739227,-34.7081022657087,0 -58.4469756958387,-34.7080991245898,0 -58.4472144854363,-34.7083025090118,0 -58.4471783108889,-34.7083838181599,0 -58.4470934776632,-34.7084195332757,0 -58.44688970073521,-34.7084619092104,0 -58.4467956566829,-34.7084607101897,0 -58.4466068779252,-34.7084950996173,0 -58.4464126168049,-34.7085580392238,0 -58.4457951458856,-34.7082189922728,0 -58.44604433125851,-34.7078664663443,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7082551792682 -58.4464530550307,
San Jose Obrero,lmz-04,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4468558193657,-34.7080141036069,0 -58.4467508262512,-34.7081517194729,0 -58.44609203064161,-34.7077808282833,0 -58.44620433878009,-34.7076433062874,0 -58.4468558193657,-34.7080141036069,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7078969505381 -58.4464745733526,
Barrio s/n IV,lmz-08,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4065722912799,-34.7861856860109,0 -58.4049815342869,-34.7865206270893,0 -58.4056351459688,-34.7856822781927,0 -58.4065722912799,-34.7861856860109,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.786129530431 -58.4057296571785,
Barrio s/n V,lmz-09,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4050005831492,-34.7862617752665,0 -58.4047508710649,-34.7865717457964,0 -58.4032210312361,-34.7866638300861,0 -58.4039706179856,-34.7857107324533,0 -58.4050005831492,-34.7862617752665,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7862822669458 -58.4041276515505,
Barrio s/n VI,lmz-10,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.40294971864439,-34.7866855510288,0 -58.40177835432409,-34.7865420368883,0 -58.4024023275856,-34.7857557974555,0 -58.4033255371609,-34.7862035713263,0 -58.40294971864439,-34.7866855510288,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.786285185688 -58.4025715750622,
El Progreso,lmz-15,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.44206460802231,-34.7499500780083,0 -58.4410049594844,-34.7514500488236,0 -58.4406396981568,-34.7519628659493,0 -58.4404760124944,-34.7521527442139,0 -58.43880354668529,-34.7528073920604,0 -58.4368043337562,-34.7537165693455,0 -58.4351612074468,-34.7544579177717,0 -58.4324736635574,-34.7561333587723,0 -58.4326398448738,-34.7558992139234,0 -58.4330070139653,-34.7554672793046,0 -58.43340281170201,-34.7550201177921,0 -58.4337632873756,-34.7546048942689,0 -58.43415765648769,-34.754127681836,0 -58.4349939307926,-34.7531925094414,0 -58.4358664792218,-34.751968412451,0 -58.4360129925238,-34.7517959398796,0 -58.436017747999,-34.7515437472194,0 -58.4359088155884,-34.7512427937913,0 -58.4357455642175,-34.7507834823504,0 -58.43822721410901,-34.7478198024565,0 -58.44206460802231,-34.7499500780083,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7513079136017 -58.43797636376869,
El Faro,lmz-16,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4420644173481,-34.7499499602017,0 -58.444224997382,-34.7510210406936,0 -58.44698947837119,-34.7475813729214,0 -58.4480920008018,-34.7481552265149,0 -58.44394756732179,-34.7535312957573,0 -58.4406564249769,-34.7519393850115,0 -58.4420644173481,-34.7499499602017,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7509269325176 -58.444235658594,
Juan M de Rosas (2 de Abril),lmz-17,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.47214630249871,-34.7476112167552,0 -58.4650712059645,-34.7439591524071,0 -58.4652626989039,-34.7436795968634,0 -58.46653723441239,-34.7419269319481,0 -58.46793731786891,-34.7400989327978,0 -58.4696868570097,-34.7378395339772,0 -58.4713944016928,-34.7361691564607,0 -58.4733163498165,-34.7346552440257,0 -58.4751074671891,-34.7334985338095,0 -58.48052782166291,-34.7359245895704,0 -58.4798886404061,-34.7369163305643,0 -58.4784517217387,-34.7390772505404,0 -58.4765725586107,-34.7416427608203,0 -58.47214630249871,-34.7476112167552,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7403624998673 -58.4728304880086,
Quinta San Rafael,lmz-18,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4699210328132,-34.7263891584577,0 -58.4677766192173,-34.7252500606086,0 -58.46955609176161,-34.7230622370224,0 -58.4702298932936,-34.7235071103915,0 -58.4705340653091,-34.724580835013,0 -58.4707607920121,-34.7252312573759,0 -58.4699210328132,-34.7263891584577,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7248178116483 -58.46946835148161,
Santa Marta s/d,lmz-19,,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4615136046716,-34.7358556448529,0 -58.458895221272,-34.7345206384451,0 -58.4613529386272,-34.7313428105826,0 -58.4639172788944,-34.7325945679737,0 -58.4638704909481,-34.7327223333869,0 -58.4615136046716,-34.7358556448529,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7335894799723 -58.4614271214966,
Facundo Quiroga y Gral Paz,lmz-20,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4567542422225,-34.7367356964375,0 -58.4421543726926,-34.7291150386407,0 -58.44566774709011,-34.7246091077057,0 -58.4603011816105,-34.7321239370739,0 -58.4567542422225,-34.7367356964375,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7306590087142 -58.4512421888925,
Islas Malvinas,lmz-21,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4420297358664,-34.7290682215193,0 -58.4409683699493,-34.7285077495664,0 -58.4426595395812,-34.7263119971584,0 -58.4437210749588,-34.7268625129827,0 -58.4420297358664,-34.7290682215193,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7276886928989 -58.4423442595376,
Nueva Fiorito,lmz-22,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4410513965439,-34.7019912449169,0 -58.4434402477785,-34.6988630582459,0 -58.4445193001863,-34.6993998092796,0 -58.4421302792945,-34.7025384731253,0 -58.4410513965439,-34.7019912449169,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7006996245927 -58.4427844820537,
Villa Urbana A 02 ex Traza,lmz-23,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4494216850093,-34.7103728481704,0 -58.4509882363038,-34.7079777880831,0 -58.4519630888119,-34.708507676674,0 -58.4519607933537,-34.7086308625093,0 -58.4549437203584,-34.7102951537337,0 -58.45302013651881,-34.7126364438706,0 -58.4494216850093,-34.7103728481704,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.710323408409 -58.4521101047776,
1 de Octubre,lmz-24,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.44587834798481,-34.6999012335551,0 -58.4449965540505,-34.6994611857237,0 -58.4436249062552,-34.6987766602968,0 -58.44053477074551,-34.6973382213773,0 -58.4447562726001,-34.6918435497566,0 -58.44665790769371,-34.6893859563178,0 -58.4477528235144,-34.6909366079009,0 -58.45036111340411,-34.693716907527,0 -58.4498094713524,-34.6945840133828,0 -58.44890301103581,-34.6944978307243,0 -58.4486492977191,-34.695229151304,0 -58.4490295024165,-34.6956189442629,0 -58.44587834798481,-34.6999012335551,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.6950654861917 -58.44567920782691,
Fiorito,lmz-25,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4422429790316,-34.7065435002288,0 -58.43849805364221,-34.7114689144436,0 -58.4374973000385,-34.7127915203143,0 -58.4365864950105,-34.7122963133592,0 -58.4371643641014,-34.7112215643955,0 -58.43434624282899,-34.7098499365059,0 -58.4385489865651,-34.7043088483528,0 -58.4422429790316,-34.7065435002288,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7082866369788 -58.4382913324268,
Roberto Arlt,lmz-26,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.44879568203079,-34.7106167396715,0 -58.4456625345804,-34.7118538999906,0 -58.4428069403766,-34.7127857767358,0 -58.4422125200735,-34.7127641432618,0 -58.4412062335287,-34.7120495676904,0 -58.44258296086489,-34.7102287192409,0 -58.4437275292389,-34.7108187423987,0 -58.4455638935569,-34.7098598068132,0 -58.4462080172589,-34.7090400139823,0 -58.44879568203079,-34.7106167396715,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.711093333783 -58.4447740727696,
Budge,lmz-27,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4735767807715,-34.7185773277533,0 -58.4697971298616,-34.7192438531872,0 -58.46885589602891,-34.7200479662508,0 -58.4676921122349,-34.7195233674103,0 -58.467066178301,-34.7199744591333,0 -58.4657190515984,-34.7193455420043,0 -58.4665415252711,-34.7182849735952,0 -58.4641645667806,-34.7165721435488,0 -58.4651180542084,-34.7151052665333,0 -58.4663378524973,-34.7159365754372,0 -58.4683569035925,-34.7136161421273,0 -58.4735767807715,-34.7185773277533,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7172028710062 -58.4685688561983,
La Madrid-Nuevo Horizonte,lmz-28,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4703434451444,-34.7240842379089,0 -58.4707107647785,-34.7252256614947,0 -58.46509924224711,-34.7327629613968,0 -58.4641189531931,-34.7323133651982,0 -58.4703434451444,-34.7240842379089,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.728638628418 -58.46752643514189,
La Madrid-Nuevo Horizonte,lmz-28,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4737852807084,-34.7250601864669,0 -58.4739564054782,-34.7253538213565,0 -58.47302905716749,-34.7258668808501,0 -58.4723220557985,-34.7259163125305,0 -58.4718664176364,-34.7257357013053,0 -58.4716942281128,-34.7255003490212,0 -58.4714123939322,-34.7254676633514,0 -58.4712065209642,-34.7251444388738,0 -58.4711407576256,-34.7248812739906,0 -58.4712231557716,-34.7242410283911,0 -58.4706381571842,-34.7234175101404,0 -58.4715275165172,-34.72304973709,0 -58.4729285254355,-34.725574129834,0 -58.4737852807084,-34.7250601864669,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7246970572487 -58.4719585730918,
Barrio Obrero,lmz-29,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4218328991128,-34.8034739658236,0 -58.4218204618064,-34.8036269625061,0 -58.4218466680146,-34.8040003804047,0 -58.4216435377736,-34.8041666116047,0 -58.421623526785,-34.8042174035175,0 -58.4202797871541,-34.8035284243866,0 -58.4207438017116,-34.8029139620952,0 -58.4214793595266,-34.8032887311526,0 -58.42119104486379,-34.8036777034355,0 -58.4215587150231,-34.8038709763465,0 -58.4218328991128,-34.8034739658236,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.8035577202517 -58.4210654023244,
S/N 1,lmz-30,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4449356618188,-34.7158257939489,0 -58.4477978418044,-34.7174440574454,0 -58.4483486531431,-34.7177575132115,0 -58.4446060616019,-34.7223513982845,0 -58.4429534304079,-34.7214199839267,0 -58.4420244703544,-34.7208988794656,0 -58.4410469231049,-34.7203501063883,0 -58.43656964221839,-34.7178457317153,0 -58.4379344299188,-34.7160832043495,0 -58.4383556670623,-34.7154486942761,0 -58.4394237170092,-34.7143718276773,0 -58.4413927728347,-34.7135543359869,0 -58.4449356618188,-34.7158257939489,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7178001205647 -58.4424719825316,
S/N 2,lmz-31,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.4735203197104,-34.7197564786819,0 -58.47650913692091,-34.7237325357216,0 -58.47533171911591,-34.7245424819247,0 -58.47386424142099,-34.7253938459285,0 -58.4737852807084,-34.7250601864669,0 -58.4731301291119,-34.7255423700867,0 -58.4714234501427,-34.7230784694118,0 -58.47036963531149,-34.7222135216257,0 -58.4735203197104,-34.7197564786819,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7227818616242 -58.4734966943419,
Aerodromo CUA,lmz-32,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.492665719143,-34.7338973340675,0 -58.488261710263,-34.7299401575125,0 -58.4904682622069,-34.7292645203608,0 -58.4907975726306,-34.7291649537687,0 -58.4930260761796,-34.7284805290651,0 -58.49316236138499,-34.7281892956329,0 -58.494138219145,-34.7264483530032,0 -58.4942792182573,-34.7261977352549,0 -58.49455551203481,-34.7257099463877,0 -58.4962364864461,-34.7254152610738,0 -58.4963523852292,-34.7253445879808,0 -58.49660633826159,-34.7251854909511,0 -58.4986327100155,-34.7238991068079,0 -58.4994372172098,-34.7237783329847,0 -58.49996269673251,-34.7239966105232,0 -58.4981330183744,-34.7264796553048,0 -58.49794845698381,-34.7267252341373,0 -58.49661112147081,-34.7285383558108,0 -58.49527910059189,-34.7303560334433,0 -58.492665719143,-34.7338973340675,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.7289277138117 -58.4940787374887,
Parque Alvear,mal-01,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6706265586868,-34.4830936454288,0 -58.6719302237731,-34.4838070156144,0 -58.6712386361906,-34.4846476993234,0 -58.6700771791899,-34.4836951626302,0 -58.6706265586868,-34.4830936454288,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4838332475218 -58.6709966592955,
La Olla,mal-02,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.687969703214,-34.4807961103894,0 -58.6868700059978,-34.4802006453048,0 -58.6876835430486,-34.4792137431607,0 -58.68877273517249,-34.4798176710217,0 -58.687969703214,-34.4807961103894,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4800067268023 -58.6878229368115,
s/n 1,mal-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.697783147414,-34.478786626787,0 -58.6962552395003,-34.4779583486066,0 -58.6959977213861,-34.4775044996446,0 -58.6962205849267,-34.4771846607825,0 -58.6982111032582,-34.4782885271122,0 -58.697783147414,-34.478786626787,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4780060675933 -58.6970547493976,
s/n 1,mal-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6973378248736,-34.4794005354679,0 -58.69643856067049,-34.4781794117569,0 -58.69768817846931,-34.4788887240916,0 -58.6973378248736,-34.4794005354679,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4788228904388 -58.6971548546711,
s/n 1,mal-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.696878938162,-34.479885408733,0 -58.6960606088595,-34.4794642429508,0 -58.69653606144009,-34.4789151061089,0 -58.6970537178919,-34.479655277573,0 -58.696878938162,-34.479885408733,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4794392048 -58.6965834626122,
s/n 1,mal-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6964291391968,-34.4787850765222,0 -58.6956730693128,-34.4783645723722,0 -58.6959430183601,-34.4780194616364,0 -58.6964291391968,-34.4787850765222,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4783897035103 -58.69601507562319,
s/n 1,mal-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6959840074228,-34.4793860946672,0 -58.6951970110486,-34.4789523677172,0 -58.6955619338847,-34.4785051614564,0 -58.696349330425,-34.4789131141385,0 -58.6959840074228,-34.4793860946672,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4789412611299 -58.6957751280844,
s/n 1,mal-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6955394682422,-34.4799484490736,0 -58.6947055866659,-34.4795271082673,0 -58.6951016375088,-34.4790802348302,0 -58.69588883509721,-34.4795010758733,0 -58.6955394682422,-34.4799484490736,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4795144270464 -58.69530511846671,
s/n 1,mal-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6959742996277,-34.4810099585697,0 -58.6942770014685,-34.4800638510435,0 -58.69461001094071,-34.4796678626283,0 -58.6963388295102,-34.4805885244839,0 -58.6959742996277,-34.4810099585697,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4803379528046 -58.695310310601,
s/n 1,mal-03,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6964339997464,-34.4804735417779,0 -58.6956469937222,-34.480039816393,0 -58.6960117199741,-34.4796054966162,0 -58.6967993280019,-34.4800005589119,0 -58.6964339997464,-34.4804735417779,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4800329669334 -58.6962261425395,
Los Olivos,mal-04,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6983544383149,-34.478133963819,0 -58.69689928412251,-34.4773371736844,0 -58.6981894133047,-34.4773375718448,0 -58.69877307136591,-34.4776576334559,0 -58.6983544383149,-34.478133963819,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4776334787162 -58.69799315974,
Los Olivos,mal-04,Asentamiento,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.6964835904194,-34.4771057040549,0 -58.6972227639217,-34.476238817969,0 -58.698261793238,-34.4768308444155,0 -58.6981669927584,-34.4772238120253,0 -58.6966754149019,-34.4772145896083,0 -58.6964835904194,-34.4771057040549,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4768605774899 -58.69740437947989,
Guayaquil,mal-05,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.70758156410049,-34.4797048417567,0 -58.70692457677561,-34.4793537018564,0 -58.7073222898497,-34.4788308729435,0 -58.7079920976845,-34.4791929004862,0 -58.70758156410049,-34.4797048417567,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.4792694414844 -58.7074555937788,
Guayaquil,mal-05,Villa,,"<Polygon>
<outerBoundaryIs>
<LinearRing>
<coordinates>
-58.70807233643481,-34.4790431653879,0 -58.7072608450792,-34.4786043460502,0 -58.7075120573688,-34.4783165953159,0 -58.7079113105382,-34.47853593559,0 -58.7080711052576,-34.4783479948185,0 -58.7079544128399,-34.4782674928771,0 -58.70802083329719,-34.4781713920621,0 -58.70816235467061,-34.4782589359391,0 -58.7084007429969,-34.4779602912031,0 -58.7087613699993,-34.4781577085232,0 -58.70843025373409,-34.478573690076,0 -58.708198992154,-34.4784099067131,0 -58.70801420129811,-34.4786015592443,0 -58.7082847573493,-34.4787442452517,0 -58.70807233643481,-34.4790431653879,0
</coordinates>
</LinearRing>
</outerBoundaryIs>
</Polygon>",-34.478506003364 -58.7080291035192,
